"","tweet_id","airline_sentiment","airline_sentiment_confidence","negativereason","negativereason_confidence","airline","airline_sentiment_gold","name","negativereason_gold","retweet_count","text","tweet_coord","tweet_created","tweet_location","user_timezone"
"862","353652736","negative","1","Damaged Luggage","0.6367","United","","Pat89339","","0","@united  Serious firing needs to happen at HNL. They broke the wheelchair you loaned me after you broke mine! http://t.co/bT37KyrByJ","","2015-02-17 15:02:00 -0800","","Pacific Time (US & Canada)"
"863","-241889280","positive","0","","0","Delta","","mrsmjem","","0","@JetBlue we have just landed thank you anyway. Btw flight staff on flight 654 were wonderful despite their full day and heavy load.","","2015-02-17 15:02:56 -0800","CT","Quito"
"864","1880559616","positive","1","","","Delta","","TSAmedia_RossF","","0","@JetBlue @ProfessorpaUL15 Always happy to help!","","2015-02-17 15:04:10 -0800","Washington D.C.","Eastern Time (US & Canada)"
"865","-65785856","negative","1","Late Flight","1","United","","cslhilo","","1","@united You make it hard to fly with you. Delayed over an hour and now the plane  is turning around &amp; heading back to the gate. #connection?","","2015-02-17 15:05:04 -0800","Hilo HI","Hawaii"
"866","-946593792","negative","1","Flight Booking Problems","1","US Airways","","Two4Chaos","","0","@USAirways Total BS... I offered to pay for a full First Class airfare ..Told Sold out.. 3 seats and they gave the seats to others... #crap","","2015-02-17 15:05:12 -0800","Scottsdale AZ","Arizona"
"867","159916034","negative","0","Late Flight","0.6556","US Airways","","PsuOhiofarmgirl","","0","@USAirways  redeemed themselves!  Flight out at 7:44!!! Had to call and negotiate  but thank the Lord I'm heading home!!!!!","","2015-02-17 15:05:17 -0800","",""
"868","-1596530687","negative","1","Late Flight","0.6655","United","","americanbudoma","","0","@united how can you not know after two hours of us sitting on the plane with no bags off loaded the planes weight?!","","2015-02-17 15:06:19 -0800","Crowley Louisiana",""
"869","1971875843","negative","0","Can't Tell","0.6907","United","","SSest72","","0","@united well perhaps you could highlight where that is stated.  We travel between Canada &amp; USA on United with only Nexus","","2015-02-17 15:06:59 -0800","",""
"870","-1684742144","negative","0","Late Flight","0.3678","United","","cslhilo","","0","@United I'm hoping we don't miss our LAX - ITO connection. Not looking forward to being stuck at LAX overnight with our team....AGAIN!","","2015-02-17 15:07:15 -0800","Hilo HI","Hawaii"
"871","-1605877760","negative","1","Lost Luggage","1","United","","skyjumper77","","0","@united @el_ingeniero don't check your baggage if you don't have to.  They will lose it!","","2015-02-17 15:07:23 -0800","",""
"872","-707477504","negative","1","Customer Service Issue","1","US Airways","","mttdprkr","","0","@USAirways 2 and a half hours on hold... Hope it feels good to be a steaming pile of shit.  @AmericanAir paid far too much for you.","","2015-02-17 15:07:40 -0800","Vancouver WA","Pacific Time (US & Canada)"
"873","999628800","negative","1","Flight Booking Problems","1","United","","dustinbritton23","","1","@united I'm 0/3 for Flight Booking Problems without major problems. 0% isn't bad!👎👎","","2015-02-17 15:07:54 -0800","",""
"874","1632907264","negative","1","Customer Service Issue","1","Southwest","","Mselite25","","4","@SouthwestAir very poor customer service thru out each of my cxl flights😔 I should've flew @Delta","","2015-02-17 15:07:55 -0800","Rite behind my $$","Mountain Time (US & Canada)"
"875","1657274368","negative","1","Can't Tell","0.696","United","","qlabelle11","","0","@united wanted to but you Cancelled Flightled my tickets.... They were too special i guess even for united.","","2015-02-17 15:08:11 -0800","",""
"876","1443364864","negative","1","Customer Service Issue","0.7055","United","","SSest72","","0","@united if your policy changed you must advise at the time of purchase.  Same if you choose to vary it by airport!  We want a FULL refund!!","","2015-02-17 15:08:15 -0800","",""
"877","1674858497","negative","1","Cancelled Flight","1","Southwest","","TinaIsBack","","3","@SouthwestAir I have had 4 flights Cancelled Flightled through yall!!!! Im sick of it 😠😠","[40.65947097 -74.16982402]","2015-02-17 15:08:46 -0800","Nashville by way of New York","Central Time (US & Canada)"
"878","425123840","negative","1","Customer Service Issue","0.7158","US Airways","","tamajared","","0","@USAirways I've been waiting for the callback for EIGHT HOURS. HOW MUCH LONGER?!","","2015-02-17 15:08:58 -0800","DC / MIA","Quito"
"879","-2104172544","negative","1","Cancelled Flight","1","Southwest","","TinaIsBack","","1","@SouthwestAir 4 flights Cancelled Flightled in one week?! Customer Service is 💩💩💩💩","[40.65951726 -74.16980326]","2015-02-17 15:09:45 -0800","Nashville by way of New York","Central Time (US & Canada)"
"880","-2125139968","negative","1","Customer Service Issue","1","Southwest","","TinaIsBack","","2","@SouthwestAir why are yall trying to fly me to Chicago when I don't live there?! Send me home now!!!! Bullshit ass customer service","[40.65958823 -74.16987822]","2015-02-17 15:10:36 -0800","Nashville by way of New York","Central Time (US & Canada)"
"881","1598578691","negative","1","Customer Service Issue","1","United","","karalynnholt","","1","@united we showed up to our flight several hours early. Tried to call &amp; was on hold 15 min b/f call disconnected.","","2015-02-17 15:10:49 -0800","San Antonio","Central Time (US & Canada)"
"882","-314040320","positive","1","","","Virgin America","","miaerolinea","","1","Nice RT @VirginAmerica: The man of steel might be faster but we have WiFi – just saying. #ScienceBehindTheExperience http://t.co/FGRbpAZSiX","","2015-02-17 15:11:02 -0800","Worldwide","Caracas"
"883","945201152","negative","1","Bad Flight","0.6616","United","","uncmnwellness","","1","@united how can you not know the weight of our plane after us sitting on the plane for 2.5 hrs? Not convinced your company is safe for flt.","","2015-02-17 15:11:36 -0800","Ventura California","Pacific Time (US & Canada)"
"884","1431638016","negative","0","Can't Tell","0.3478","Southwest","","TinaIsBack","","0","@SouthwestAir I know one thing @Delta would NEVER treat their customers like this!!!!","[40.65954723 -74.16986421]","2015-02-17 15:12:29 -0800","Nashville by way of New York","Central Time (US & Canada)"
"885","-652980224","neutral","0","","0","Southwest","","thnk2x","","0","@SouthwestAir I have been in contact and know there are changes but it's a destination you should really evaluate! Thanks","","2015-02-17 15:12:38 -0800","Do as you wish with integrity","Pacific Time (US & Canada)"
"886","-1420500991","negative","1","Customer Service Issue","0.3653","Southwest","","pjta22one","","0","@SouthwestAir stop ur bs promos of ✈️anywhere starting at 79$ I click and everywhere I'd fly=130$ The only place thats 79$ is CLE #NoThanks","","2015-02-17 15:12:45 -0800","",""
"887","-904597504","negative","1","Customer Service Issue","1","United","","annricord","","0","@united said they would give us a refund. 30 days Late Flightr NO refund.","","2015-02-17 15:13:40 -0800","Canmore","Mountain Time (US & Canada)"
"888","-58195968","positive","1","","","Delta","","reenapilgrim","","0","@JetBlue so happy you can accommodate peanut/treenut allergies on flight! 1st online cover from air provider","","2015-02-17 15:13:47 -0800","",""
"889","-1916243967","negative","0","Late Flight","0.3345","United","","giltweetsstuff","","0","@united What if my NYC flight is delayed and I miss my connection to Sacramento from Chicago?","","2015-02-17 15:13:50 -0800","California","Pacific Time (US & Canada)"
"890","-1031245824","negative","1","Lost Luggage","0.6612","United","","jimzito","","0","@united  eventually.  You should approach bags like @AlaskaAir  they get it.","","2015-02-17 15:13:51 -0800","","Mid-Atlantic"
"891","546709504","negative","1","Late Flight","1","United","","giltweetsstuff","","0","@united I shouldn't have to spend my own $$$ on a hotel because of a weather delay. The weather being something COMPLETELY OUT OF MY CONTROL","","2015-02-17 15:18:07 -0800","California","Pacific Time (US & Canada)"
"892","-1609289728","positive","0","","","Southwest","","lucky_dawg7","","0","@SouthwestAir All pieces were found and safely delivered to our home this afternoon.","","2015-02-17 15:20:15 -0800","Seattle area","Pacific Time (US & Canada)"
"893","-1143595008","positive","1","","","Delta","","carleycalla","","0","@JetBlue tried again. Lovely customer service. Thank you!","","2015-02-17 15:20:16 -0800","Boston Massachusetts","Mountain Time (US & Canada)"
"894","-1039646718","negative","1","Can't Tell","0.6392","United","","gpalcher","","0","Hypocrisy RT @united @gg8929 I'm sorry we're not able to offer a full refund because the exchange rate is not what you were hoping for. ^KP","","2015-02-17 15:20:55 -0800","✈","Eastern Time (US & Canada)"
"895","1578573824","positive","1","","","United","","chi_citygrl","","0","@united thanks! :)","","2015-02-17 15:22:27 -0800","","Central Time (US & Canada)"
"896","-1752694783","neutral","1","","","Delta","","brandongutman","","0","@JetBlue Hi! Does my upcoming flight 2168 from West Palm to HPN have Fly-Fi?","","2015-02-17 15:23:05 -0800","New York NY","Eastern Time (US & Canada)"
"897","1205084160","positive","1","","","Southwest","","floridacarolina","","0","@SouthwestAir really appreciate the follow up I always fly with y'all for a reason!","","2015-02-17 15:23:44 -0800","Nashville TN","Central Time (US & Canada)"
"898","-1894375424","neutral","1","","","Southwest","","mrc0421","","0","@SouthwestAir think flight 1945 from BNA to LAX will get off the ground tomorrow??? #please #snowbama","[36.14487986 -86.68740641]","2015-02-17 15:24:17 -0800","",""
"899","680796160","neutral","1","","","United","","mortgagejake","","0","@united does forelock guarantee the fare only or fare &amp; seats?","","2015-02-17 15:24:50 -0800","toronto","Atlantic Time (Canada)"
"900","759709696","negative","1","Late Flight","1","Delta","","JoanIngerman","","0","@JetBlue insane the craziness I've seen with Jet Blue today at Newark Delayed 3 hours and now we are waiting for a Pilot!! #jetblue","","2015-02-17 15:25:02 -0800","","Central Time (US & Canada)"
"901","1230249984","negative","0","Cancelled Flight","0.6724","Southwest","","poisonpill76","","0","@SouthwestAir I'm concerned that you will Cancelled Flight my flight out of BNA tomorrow am. Should I be?","","2015-02-17 15:25:41 -0800","","Central Time (US & Canada)"
"902","286572544","negative","0","Flight Booking Problems","0.6317","United","","mortgagejake","","0","@united also why can't I pre-select seats on SFO-&gt;YYZ flight? I'm a Canadian Flight Booking Problems on http://t.co/aZltJhf7lv.","","2015-02-17 15:25:46 -0800","toronto","Atlantic Time (Canada)"
"903","-179023871","negative","1","Flight Attendant Complaints","0.6906","United","","AndrewBarco1","","0","@united obviously the staff at EWR - United or otherwise have not seen your ads about - being FRIENDLY and helpful #ewr worst airport","","2015-02-17 15:26:26 -0800","Usually in a plane","Eastern Time (US & Canada)"
"904","-1344921600","negative","1","Late Flight","0.665","Delta","","JoanIngerman","","0","@JetBlue this is not a flight delay this is horrible planning on Jet Blue!!! #jetblue","","2015-02-17 15:26:37 -0800","","Central Time (US & Canada)"
"905","-11116543","negative","1","Customer Service Issue","1","United","","MKfella","","0","@united poor old United: never seem to get the response right :)","","2015-02-17 15:26:40 -0800","",""
"906","831795200","negative","0","Can't Tell","0.6537","United","","irenefromakovos","","0","@united can you not see the thread?","","2015-02-17 15:28:06 -0800","",""
"907","-1105928191","neutral","0","","0","Delta","","kimbetech","","0","@jetblue is there no way to switch to earlier flight to JFK even if I checked a bag?","","2015-02-17 15:30:20 -0800","NYC","Eastern Time (US & Canada)"
"908","1498726400","positive","0","","0","Virgin America","","myvortex","","0","@VirginAmerica another perfect flight.   How come on your planes  the sun visors can stay down?  Other carriers make you raise them?","","2015-02-17 15:31:03 -0800","could be anywhere",""
"909","1435901952","negative","1","Late Flight","1","Southwest","","bfree007","","0","@SouthwestAir @poisonpill76 im in same boat.. 8am flight to Jacksonville... Get me out of here!!","","2015-02-17 15:31:08 -0800","NashvilleTN",""
"910","-535498752","negative","1","Customer Service Issue","0.6522","United","","wendysue411","","0","@united once again your customer service rep was rude!   I asked a question and in turn got attitude.  Jane was no help.  Disgusted again!","","2015-02-17 15:31:26 -0800","",""
"911","2048200704","negative","1","Late Flight","1","United","","lisakaysolomon","","0","@united: No friendly skies from you today. 5hr+ weather delay in SFO followed by 1hr+ mechanical delay while sitting on plane. #NoFun","[37.61859126 -122.38385699]","2015-02-17 15:32:31 -0800","San Francisco CA",""
"912","-1890250752","neutral","0","","0","Virgin America","","JAYXXX1","","0","@VirginAmerica YES FYI  MY BFF","","2015-02-17 15:32:50 -0800","",""
"913","571744257","positive","0","","0","Delta","","kurianbk","","0","@JetBlue Gary who is serving us at FLL airport counter is really TRUE BLUE! Makes me feel at home even when a JetBlue flight is delayedl","","2015-02-17 15:32:59 -0800","Boston MA",""
